id,name,Tipo de Comida,x,y,district,star,min_price,max_price,status
785,Haytu Nikkei,Comida Japonesa,-12.15032,-77.00653,SANTIAGO DE SURCO,50,3,127,Funcionando
786,Toshi,Comida Japonesa,-12.09842,-77.043,SAN ISIDRO,40,10,119,Funcionando
787,Restaurant Cevicheria Palomino's,Comida Peruana,-12.074316,-77.08354,SAN MIGUEL,40,27,90,Funcionando
788,Mi Causita,Comida Peruana,-11.94366,-77.03946,COMAS,40,28,133,Funcionando
789,Mr. Meat,Bar,-12.12159,-77.02761,MIRAFLORES,45,17,93,Funcionando
790,Ammo,Comida Peruana,-12.143094,-77.026505,BARRANCO,45,10,140,Funcionando
791,Gelateria Laritza D',Postres,-12.085023,-76.97839,SANTIAGO DE SURCO,40,28,169,Funcionando
792,Las Tinajas Chicken & Grill - Surquillo,Polleria,-12.120727,-77.00399,SURQUILLO,40,10,90,Funcionando
793,Barra Sullorqui,Mariscos,-12.03793,-77.04211,RIMAC,50,4,157,Funcionando
794,Gaia Centro Holistico,Comida Vegetariana,-12.097647,-77.02416,SAN ISIDRO,50,24,123,Funcionando
795,Alfieri,Postres,-12.10911,-77.03847,SAN ISIDRO,40,9,167,Funcionando
796,Lynch- Cafe para Volar,Comida Peruana,-12.112399,-76.98957,SANTIAGO DE SURCO,50,10,160,Funcionando
797,Canvas Restaurante y Bar,Comida Peruana,-12.0949,-77.03442,SAN ISIDRO,45,6,82,Funcionando
798,Balthazar,Cafeteria,-12.09718,-77.02296,SAN ISIDRO,35,23,108,Funcionando
799,Roll it,Comida Japonesa,-12.122657,-77.03118,MIRAFLORES,50,4,122,Funcionando
800,Illariy Cafeteria,Cafeteria,-12.13095,-77.02371,MIRAFLORES,40,24,86,Funcionando
801,Don Pasculi's Restaurant,Mariscos,-12.10189,-77.03587,SAN ISIDRO,45,13,94,Funcionando
802,El Tio Dario,Mariscos,-12.11187,-76.99903,SURQUILLO,50,10,169,Funcionando
803,Il Buon Mangiare,Comida Italiana,-12.33787,-76.82765,PUNTA HERMOSA,35,3,86,Funcionando
804,La Santa Pizza,Comida Italiana,-12.084695,-77.010315,LA VICTORIA,40,13,110,Funcionando
805,Los Vitrales S.A.C,Comida Peruana,-12.048673,-77.02979,LIMA,35,22,104,Funcionando
806,Delicass Larcomar,Comida Peruana,-12.130202,-77.03274,MIRAFLORES,45,21,142,Funcionando
807,El Sasi,Comida Peruana,-12.12375,-77.03369,MIRAFLORES,45,15,98,Funcionando
808,Pikeos BARRANCO,Comida Peruana,-12.14353,-77.02195,BARRANCO,50,27,97,Funcionando
809,Suche Sushi Bar Surco,Comida Japonesa,-12.150539,-76.98777,SANTIAGO DE SURCO,50,30,87,Funcionando
810,O'Hashi Maki - Peruvian Fusion,Comida Japonesa,-12.073575,-77.056,PUEBLO LIBRE,35,20,143,Funcionando
811,Antigua Cafeteria Terukina,Comida Peruana,-12.06913,-77.03145,LA VICTORIA,45,26,104,Funcionando
812,chifa Nuevo Mundo,Comida China,-12.13873,-76.99422,SANTIAGO DE SURCO,40,3,87,Funcionando
813,Pardos Chicken,Polleria,-12.078498,-77.08235,SAN MIGUEL,40,20,84,Funcionando
814,Brasuca,Pizzeria,-12.1239,-77.02691,MIRAFLORES,45,4,94,Funcionando
815,Caja China Criolla,Comida China,-12.1045,-76.80201,CIENEGUILLA,40,4,115,Funcionando
816,Han Kook Kwan,Comida Asiatica,-12.09769,-76.99514,SAN BORJA,45,28,114,Funcionando
817,Misky antojitos y mas,Cafeteria,-12.058046,-77.04436,BREÃ‘A,50,15,141,Funcionando
818,Paletas La Calaca,Comida Mexicana,-12.12123,-77.03286,MIRAFLORES,45,25,96,Funcionando
819,TGI Friday's,Fast-Food,-12.08573,-76.9758,SANTIAGO DE SURCO,40,16,145,Funcionando
820,Villa Rock Cafe,Cafeteria,-12.214706,-76.93945,VILLA EL SALVADOR,45,17,135,Funcionando
821,Pardos Chicken,Polleria,-12.04994,-77.07731,LIMA,50,5,139,Funcionando
822,Cornermar,Mariscos,-12.04734,-76.9729,SANTA ANITA,50,11,153,Funcionando
823,Tomodachi,Comida Japonesa,-12.082953,-77.021286,LA VICTORIA,50,25,127,Funcionando
824,La Crocante,Postres,-12.13412,-76.87345,PACHACAMAC,35,29,105,Funcionando
825,Quintoamar,Mariscos,-12.129438,-76.983345,SANTIAGO DE SURCO,40,7,106,Funcionando
826,Pizza en Cono,Pizzeria,-12.047139,-77.025375,LIMA,40,6,121,Funcionando
827,Passion for Fruit,Jugueria,-12.0255,-76.92233,ATE,50,23,99,Funcionando
828,Restaurante Kuichy,Mariscos,-12.12611,-77.02904,MIRAFLORES,40,3,148,Funcionando
829,Super Gordo,Comida Peruana,-12.09044,-77.0031,SAN BORJA,40,13,140,Funcionando
830,Bien Puesto,Mariscos,-12.109488,-76.97286,SANTIAGO DE SURCO,40,19,110,Funcionando
831,Salchibrasa,Fast-Food,-12.07523,-77.09081,SAN MIGUEL,40,21,107,Funcionando
832,Restaurante Costa Azul de la playa la Herradura Chorrillos,Mariscos,-12.07964,-76.90109,LA MOLINA,50,16,135,Funcionando
833,Pollos Begui,Polleria,-12.05515,-77.02922,LIMA,40,19,158,Funcionando
834,Restaurant Don Beto,Mariscos,-12.05637,-77.05518,BREÃ‘A,45,3,157,Funcionando
835,Chifa la Nueva Muralla,Comida China,-12.211362,-76.91169,VILLA MARIA DEL TRIUNFO,40,3,102,Funcionando
836,Chifa Yahong,Comida China,-12.11075,-76.98724,SAN BORJA,45,14,119,Funcionando
837,D'nnos Pizza,Pizzeria,-12.12096,-77.03027,MIRAFLORES,35,3,103,Funcionando
838,BarBarian Jockey Plaza,Comida Peruana,-12.08573,-76.9758,SANTIAGO DE SURCO,40,5,120,Funcionando
839,Suchikara,Comida Japonesa,-12.0913,-77.039,SAN ISIDRO,40,27,135,Funcionando
840,el pez azul,Mariscos,-12.30739,-76.84133,LURIN,45,3,168,Funcionando
841,McDonald's,Fast-Food,-12.04595,-77.02188,LIMA,35,17,88,Funcionando
842,Chilcano 86,Mariscos,-12.03093,-77.05271,SAN MARTIN DE PORRES,40,16,117,Funcionando
843,La Boca,Comida Espanola,-11.956665,-77.04721,COMAS,45,27,165,Funcionando
844,La Otra Salsa,Mariscos,-12.045102,-77.03179,LIMA,40,8,95,Funcionando
845,Suspirarte Fashion & Gourmet Gallery,Comida Peruana,-12.14973,-77.02243,BARRANCO,45,7,120,Funcionando
846,CarniBar,Fast-Food,-12.08492,-76.98339,SAN BORJA,35,9,151,Funcionando
847,Kathmandu Paradise Restaurant,Comida India,-12.0746,-77.08338,SAN MIGUEL,50,10,143,Funcionando
848,Habibi Artesanal,Comida Arabe,-12.10685,-77.03936,SAN ISIDRO,50,6,143,Funcionando
849,Starbucks,Cafeteria,-12.04582,-77.03132,LIMA,45,8,156,Funcionando
850,MoAn Caffe,Cafeteria,-12.09944,-77.03639,SAN ISIDRO,50,13,156,Funcionando
851,Norky's,Polleria,-12.029627,-77.05904,SAN MARTIN DE PORRES,50,11,98,Funcionando
852,Cevichino,Mariscos,-12.05145,-77.02508,LIMA,40,15,89,Funcionando
853,Sangucheria Don Dante,Fast-Food,-12.05434,-77.044,BREÃ‘A,45,10,107,Funcionando
854,828 Restaurante Bar,Comida Italiana,-12.144119,-76.991875,SANTIAGO DE SURCO,45,15,136,Funcionando
855,Chanfainita Pale,Comida Peruana,-12.06108,-77.08597,LIMA,40,20,111,Funcionando
856,Rinconcito ArequipeÃ±o,Comida Peruana,-11.989527,-77.064804,LOS OLIVOS,40,19,148,Funcionando
857,Mi dulce CompaÃ±ia Reposteria Tradicional,Comida Peruana,-12.0981,-77.03584,SAN ISIDRO,40,28,155,Funcionando
858,Comixs,Bar,-12.127721,-77.00769,MIRAFLORES,30,22,145,Funcionando
859,Del Monte Restaurant,Comida Peruana,-12.04547,-77.02795,LIMA,40,8,110,Funcionando
860,Chu RestoBar,Comida Peruana,-12.12618,-77.02698,MIRAFLORES,40,16,148,Funcionando
861,El Sanador,Cafeteria,-12.049836,-77.03775,LIMA,45,17,141,Funcionando
862,La Panka,Comida Peruana,-12.113976,-77.04756,MIRAFLORES,35,14,131,Funcionando
863,Alfajorricos,Comida Peruana,-12.147554,-77.02118,BARRANCO,50,17,139,Funcionando
864,Punto Nautico,Mariscos,-12.09097,-77.03663,SAN ISIDRO,45,10,131,Funcionando
865,Cebicheria Islandia,Mariscos,-12.089671,-77.035034,SAN ISIDRO,40,6,98,Funcionando
866,El Cafe de Harry,Cafeteria,-12.132133,-77.028824,MIRAFLORES,45,5,150,Funcionando
867,Nodaji,Parrilla,-12.102726,-77.00123,SAN BORJA,40,4,141,Funcionando
868,La Estrella de Belen,Comida Peruana,-12.05299,-77.03587,LIMA,45,14,94,Funcionando
869,Mas Pizza,Pizzeria,-12.07461,-77.08216,SAN MIGUEL,50,24,104,Funcionando
870,San Juanera,Comida Peruana,-12.024305,-76.99406,SAN JUAN DE LURIGANCHO,50,13,126,Funcionando
871,Quarto Elemento,Comida Italiana,-12.121774,-77.03125,MIRAFLORES,40,5,153,Funcionando
872,Punto Azul,Mariscos,-12.0944,-77.03188,SAN ISIDRO,40,7,131,Funcionando
873,La Cerveteca,Bar,-12.12232,-77.02759,MIRAFLORES,50,22,144,Funcionando
874,Panes del Nonno,Comida Italiana,-12.11076,-77.04823,MIRAFLORES,40,6,95,Funcionando
875,Cinnabon,Cafeteria,-12.05688,-77.03569,LIMA,40,16,134,Funcionando
876,El Paso,Comida Peruana,-12.07495,-77.05191,JESUS MARIA,40,12,142,Funcionando
877,Sr. Brown,Comida Peruana,-12.071944,-77.07,PUEBLO LIBRE,50,18,93,Funcionando
878,Ma'Gucha,Comida Peruana,-12.125807,-76.98256,SANTIAGO DE SURCO,40,22,84,Funcionando
879,Restaurant El Estragon,Comida Peruana,-12.05157,-77.03378,LIMA,50,22,100,Funcionando
880,Restaurant Punto Marino,Comida Peruana,-12.099573,-77.065186,MAGDALENA DEL MAR,50,14,154,Funcionando
881,La Sazon de la Abuela Restaurant,Comida Peruana,-12.088521,-77.07151,MAGDALENA DEL MAR,45,26,101,Funcionando
882,Puquchi Selva Foods,Comida Peruana,-12.130816,-76.989006,SANTIAGO DE SURCO,50,21,153,Funcionando
883,Quanchis,Comida Peruana,-12.135547,-76.99612,SANTIAGO DE SURCO,50,6,142,Funcionando
884,Cevicheria Union,Mariscos,-12.044209,-77.02981,LIMA,45,30,87,Funcionando
885,Las Zarzas Restaurante,Parrilla,-12.099895,-76.994965,SAN BORJA,45,29,167,Funcionando
886,Morning Coffee Mood,Cafeteria,-12.12526,-77.02342,MIRAFLORES,45,26,94,Funcionando
887,La Pastelaria por erika corrales,Postres,-12.130013,-76.98396,SANTIAGO DE SURCO,50,8,128,Funcionando
888,Sol de Pai,Comida Peruana,-12.02702,-77.00519,SAN JUAN DE LURIGANCHO,40,26,148,Funcionando
889,Don Erizo,Mariscos,-12.068587,-76.95681,LA MOLINA,40,4,156,Funcionando
890,Atlantic Restaurant,Comida Peruana,-12.04647,-77.03113,LIMA,40,15,140,Funcionando
891,Play Board Game Cafe,Cafeteria,-12.11323,-77.04722,MIRAFLORES,45,12,146,Funcionando
892,L'Arrabbiata Trattoria e Pizzeria,Comida Italiana,-12.07083,-76.93729,LA MOLINA,40,5,162,Funcionando
893,Oh Mero,Mariscos,-12.127805,-77.00747,MIRAFLORES,40,19,126,Funcionando
894,TODO LIGHT,Cafeteria,-12.12148,-77.03258,MIRAFLORES,35,15,116,Funcionando
895,Sensoji Sushi Bar,Comida Japonesa,-12.130269,-77.01228,MIRAFLORES,40,4,118,Funcionando
896,Woking Wok,Comida China,-12.102424,-76.97068,SANTIAGO DE SURCO,40,19,139,Funcionando
897,Chifa Ton Kin Sen,Comida China,-12.05117,-77.0257,LIMA,35,18,128,Funcionando
898,Ivo Restocafe,Comida Peruana,-12.163742,-76.99132,SANTIAGO DE SURCO,50,10,135,Funcionando
899,Que Waffles,Comida Belga,-12.03059,-76.96177,EL AGUSTINO,40,27,143,Funcionando
900,Barra Mancora,Comida Peruana,-12.118549,-77.036,MIRAFLORES,45,27,157,Funcionando
901,Chancho051,Parrilla,-12.091248,-77.0379,SAN ISIDRO,40,25,140,Funcionando
902,Saki Poke & Bowls,Comida Japonesa,-12.10627,-77.04043,SAN ISIDRO,50,9,168,Funcionando
903,Zoppi,Mariscos,-12.05637,-77.05518,BREÃ‘A,40,5,92,Funcionando
904,Calle Italia,Pizzeria,-12.06378,-77.03453,LIMA,50,24,92,Funcionando
905,Punta Negra Restaurant Cevicheria,Comida Japonesa,-12.068251,-76.948,LA MOLINA,45,15,80,Funcionando
906,Don Pollote y su Mancha,Polleria,-12.119419,-77.03489,MIRAFLORES,45,9,134,Funcionando
907,En el Horno,Comida Peruana,-12.052755,-77.04389,BREÃ‘A,50,3,122,Funcionando
908,Peru Blends Cafe,Cafeteria,-12.0625,-76.94945,LA MOLINA,50,5,123,Funcionando
909,Momotaro Sushi,Comida Japonesa,-12.116735,-77.03614,MIRAFLORES,40,7,151,Funcionando
910,Rustica,Comida Peruana,-12.056628,-77.03796,LIMA,35,27,97,Funcionando
911,Akemi Fuente de Soda,Comida Peruana,-12.090809,-77.07251,MAGDALENA DEL MAR,40,21,148,Funcionando
912,Bocatto Restaurant,Comida Italiana,-12.079438,-77.048935,JESUS MARIA,45,12,140,Funcionando
913,Matambrito Oficial,Comida Peruana,-12.10638,-77.05514,SAN ISIDRO,50,27,127,Funcionando
914,EmBarcadero 41 Fusion,Mariscos,-12.08951,-77.04801,SAN ISIDRO,35,4,98,Funcionando
915,SeÃ±or Kebab,Comida Turca,-12.07453,-77.079956,SAN MIGUEL,40,10,117,Funcionando
916,Tinkuy Restaurant,Comida Peruana,-12.07505,-77.09638,SAN MIGUEL,45,7,162,Funcionando
917,Restaurant Manka Muchik,Comida Peruana,-12.110128,-76.97367,SANTIAGO DE SURCO,40,19,165,Funcionando
918,Cafe Gourmand,Cafeteria,-12.03285,-76.94926,SANTA ANITA,45,25,127,Funcionando
919,Kasa Mama,Comida Peruana,-12.146447,-77.01845,BARRANCO,40,12,158,Funcionando
920,Ock Sushi Bar,Comida Japonesa,-12.12019,-76.99717,SANTIAGO DE SURCO,40,17,151,Funcionando
921,Barba Negra,Comida Peruana,-12.11508,-77.04616,MIRAFLORES,50,16,135,Funcionando
922,Pardos Chicken,Polleria,-12.056634,-77.03796,LIMA,40,3,104,Funcionando
923,La Tuja,Comida Peruana,-12.04776,-77.0388,LIMA,40,12,96,Funcionando
924,Sorbets & Ice Cream Cafe,Postres,-12.11373,-77.03461,MIRAFLORES,45,25,141,Funcionando
925,Radio Burguer,Comida Mexicana,-12.08453,-77.04216,LINCE,40,22,147,Funcionando
926,Gordos Chicken,Polleria,-12.04255,-77.033,LIMA,45,7,149,Funcionando
927,Fusion Chicken,Polleria,-12.00794,-77.00992,SAN JUAN DE LURIGANCHO,45,13,104,Funcionando
928,Narch's,Churrasqueria,-12.061941,-76.94434,LA MOLINA,35,22,123,Funcionando
929,Wine & Bistro Market,Bar,-12.12267,-77.0268,MIRAFLORES,50,3,91,Funcionando
930,La Pulperia,Comida Peruana,-12.114923,-77.03885,MIRAFLORES,40,9,114,Funcionando
931,Bulls Barra Sanguchera,Bar,-11.980707,-77.0661,LOS OLIVOS,45,3,167,Funcionando
932,Runa Ceviche & Sushi Bar,Comida Japonesa,-12.12739,-77.002,SANTIAGO DE SURCO,40,17,168,Funcionando
933,Yaku Pacha,Mariscos,-12.0977,-77.01424,SAN ISIDRO,40,14,135,Funcionando
934,La Bambola Pizzeria,Pizzeria,-12.1513,-77.01972,BARRANCO,50,11,107,Funcionando
935,La Curandera,Comida Peruana,-12.11702,-77.02668,MIRAFLORES,50,6,158,Funcionando
936,Madre Natura Monterrico,Comida Peruana,-12.11121,-76.97322,SANTIAGO DE SURCO,45,21,88,Funcionando
937,Aka Tonbo Karaoke & Sushi,Comida Japonesa,-12.12294,-77.02778,MIRAFLORES,35,13,102,Funcionando
938,Pezkalo,Mariscos,-12.08121,-76.99514,SAN LUIS,50,12,102,Funcionando
939,La Anticucheria Express,Comida Peruana,-12.141905,-77.01745,BARRANCO,35,23,129,Funcionando
940,Sabor Peruano,Comida Peruana,-12.12037,-77.02716,MIRAFLORES,45,11,87,Funcionando
941,Helados Gourmet Casablanca,Cafeteria,-12.10324,-76.79656,CIENEGUILLA,45,28,147,Funcionando
942,Los Autenticos Churros EspaÃ±oles de la Virgen del Carmen,Fast-Food,-12.045702,-77.02823,LIMA,50,23,129,Funcionando
943,La Choza Marina,Comida Peruana,-12.05589,-77.081,LIMA,40,16,88,Funcionando
944,WXYZ,Bar,-12.129194,-77.02411,MIRAFLORES,40,11,95,Funcionando
945,El Rincon Del Rocio,Comida Peruana,-12.168746,-76.965775,SAN JUAN DE MIRAFLORES,40,12,117,Funcionando
946,Le Celtic RestoBar,Bar,-12.12156,-77.03245,MIRAFLORES,40,5,129,Funcionando
947,Kitcha,Comida Peruana,-12.145177,-77.02291,BARRANCO,50,4,159,Funcionando
948,Las Tinajas Chicken & Grill,Polleria,-12.172036,-77.021614,CHORRILLOS,35,14,102,Funcionando
949,Macatas Pizza,Comida Italiana,-12.13111,-77.01809,MIRAFLORES,50,26,87,Funcionando
950,Pappas Grill ,Comida Peruana,-12.130278,-77.00917,SANTIAGO DE SURCO,35,21,146,Funcionando
951,Osteria 'Na Cosetta,Comida Italiana,-12.15216,-77.0227,BARRANCO,45,17,103,Funcionando
952,Paredes,Comida Peruana,-12.035292,-77.07339,LIMA,40,10,109,Funcionando
953,La Gintoneria,Comida Peruana,-12.15056,-77.02191,BARRANCO,50,4,110,Funcionando
954,Bistro Toretto,Comida Italiana,-12.10642,-76.99208,SAN BORJA,40,19,86,Funcionando
955,Plenti,Cafeteria,-12.116805,-77.04347,MIRAFLORES,50,21,108,Funcionando
956,Artesa Cafe y Pasteleria,Comida Peruana,-12.146385,-77.02158,BARRANCO,45,9,93,Funcionando
957,Villa Historico,Polleria,-12.04688,-77.03275,LIMA,50,12,101,Funcionando
958,MANKA Restaurante,Mariscos,-12.02537,-77.05422,SAN MARTIN DE PORRES,40,22,136,Funcionando
959,Cevicheria Picanteria El Paisa,Mariscos,-12.051562,-77.03281,LIMA,35,18,132,Funcionando
960,Samadhi veggie food,Comida Mexicana,-12.046487,-77.03157,LIMA,50,25,161,Funcionando
961,D Ramiro,Mariscos,-12.10687,-77.0004,SAN BORJA,45,30,108,Funcionando
962,Santa Gula,Comida Peruana,-12.100002,-77.02603,SAN ISIDRO,40,3,83,Funcionando
963,Chili's Dos de Mayo,Fast-Food,-12.09148,-77.04029,SAN ISIDRO,35,18,141,Funcionando
964,Brisas Marinas,Comida Peruana,-12.11732,-77.03471,MIRAFLORES,50,29,109,Funcionando
965,Pescados Capitales Rambla,Mariscos,-12.06358,-77.10139,SAN MIGUEL,50,22,133,Funcionando
966,Wilton's,Cafeteria,-12.127776,-77.00094,SANTIAGO DE SURCO,40,22,168,Funcionando
967,Los Antojitos de la Nonna,Comida Peruana,-12.09876,-76.99512,SAN BORJA,35,27,157,Funcionando
968,Yield Rock,Comida Peruana,-12.050954,-77.03441,LIMA,45,16,100,Funcionando
969,Dona Nieves,Comida Peruana,-12.23128,-76.85587,PACHACAMAC,35,26,151,Funcionando
970,La Fonda BARRANCO,Comida Italiana,-12.1434,-77.02255,BARRANCO,50,12,144,Funcionando
971,La Calandria,Pizzeria,-12.15057,-77.02092,BARRANCO,50,8,161,Funcionando
972,Tres Mares,Mariscos,-12.088672,-77.04798,LINCE,35,30,108,Funcionando
973,Mandibulin Restaurant Cevicheria,Mariscos,-12.05535,-77.07402,LIMA,45,7,109,Funcionando
974,La Gelaterie,Comida Peruana,-12.110039,-77.04872,MIRAFLORES,50,25,82,Funcionando
975,El Corralito,Churrasqueria,-12.019877,-77.088684,SAN MARTIN DE PORRES,35,6,128,Funcionando
976,La Esencia,Cafeteria,-12.10964,-77.02946,MIRAFLORES,50,13,93,Funcionando
977,The Eco Friendly Pizza,Comida Italiana,-12.055017,-76.947784,ATE,50,26,111,Funcionando
978,Pacifiko Poke Bar,Bar,-12.058319,-76.960464,ATE,45,12,104,Funcionando
979,Mis Costillitas,Parrilla,-12.073965,-76.96235,LA MOLINA,40,25,101,Funcionando
980,Omma,Cafeteria,-12.145761,-77.02008,BARRANCO,50,23,102,Funcionando
981,El Huequito,Comida Peruana,-12.332725,-76.82619,PUNTA HERMOSA,50,22,158,Funcionando
982,Lilikoi,Comida Peruana,-12.106048,-77.02281,SURQUILLO,40,6,150,Funcionando
983,Los Choritos Magicos de Pisco,Bar,-12.077644,-77.03651,LIMA,45,20,94,Funcionando
984,Cevicheria Mar Limon y Sabor,Mariscos,-12.04289,-77.07473,LIMA,50,14,97,Funcionando
985,Sushimas,Comida Japonesa,-12.07635,-77.05056,JESUS MARIA,45,6,147,Funcionando
986,El Honguito,Comida Peruana,-12.126805,-77.03658,MIRAFLORES,45,28,136,Funcionando
987,Furore,Comida Italiana,-12.110034,-77.04905,MIRAFLORES,45,10,103,Funcionando
988,Guilligan Burger,Fast-Food,-11.98567,-77.0589,INDEPENDENCIA,45,11,160,Funcionando
989,Metele Cuchara,Comida Peruana,-12.10594,-77.02278,SURQUILLO,50,8,81,Funcionando
990,Donde Felipe - Bar,Comida Peruana,-12.11559,-76.99084,SANTIAGO DE SURCO,50,3,135,Funcionando
991,Chifa Wong Tou,Comida Peruana,-12.06719,-76.95866,LA MOLINA,35,29,165,Funcionando
992,Restaurant Cevicheria La Playa,Mariscos,-11.99125,-77.07355,LOS OLIVOS,50,12,153,Funcionando
993,La Brisa Del Mar - Restaurante Trujillano,Comida Peruana,-12.097631,-77.00196,SAN BORJA,50,21,162,Funcionando
994,La Sucursal,Comida Italiana,-12.077524,-77.06157,PUEBLO LIBRE,45,21,138,Funcionando
995,El Pez de Oro,Comida Peruana,-12.166022,-76.95037,VILLA MARIA DEL TRIUNFO,45,23,84,Funcionando
996,Grill Berna Restaurant,Comida Italiana,-12.048063,-77.03978,LIMA,40,8,116,Funcionando
997,La Reposteria,Postres,-12.090048,-77.072365,MAGDALENA DEL MAR,40,25,166,Funcionando
998,Punta Veleros,Mariscos,-12.1067,-77.02248,SURQUILLO,35,16,89,Funcionando
999,El Gordo & El Flaco - Fast Gourmet,Comida Peruana,-12.104596,-76.96489,SANTIAGO DE SURCO,40,28,86,Funcionando
1000,Fruzion,Cafeteria,-11.954222,-77.04458,COMAS,50,14,130,Funcionando
1001,Restaurante Hilda,Comida Peruana,-12.17211,-77.01304,CHORRILLOS,40,30,152,Funcionando
1002,Holandulce,Fast-Food,-12.097134,-77.07043,MAGDALENA DEL MAR,40,19,162,Funcionando
1003,La Juguera Factory,Fast-Food,-12.09045,-77.06646,MAGDALENA DEL MAR,50,7,139,Funcionando
1004,Omatsu,Comida Japonesa,-12.101219,-77.00133,SAN BORJA,35,6,82,Funcionando
1005,Cadaver exquisito,Bar,-12.062117,-77.02036,LA VICTORIA,40,21,163,Funcionando
1006,La Dulciteca,Comida Peruana,-12.18074,-77.01033,CHORRILLOS,45,17,143,Funcionando
1007,Tip Top Miraflores,Parrilla,-12.121712,-77.03212,MIRAFLORES,35,18,121,Funcionando
1008,Cesard Anticucheria,Parrilla,-12.034234,-77.02529,RIMAC,50,14,145,Funcionando
1009,Kamway,Comida Peruana,-12.05006,-77.03426,LIMA,40,20,92,Funcionando
1010,San Telmo Restaurant,Comida Peruana,-12.09766,-77.05022,SAN ISIDRO,45,18,113,Funcionando
1011,Hola. Â¿Que tal?,Mariscos,-12.07686,-76.98865,ATE,40,15,96,Funcionando
1012,Big City Pizza Lima,Pizzeria,-12.059762,-77.03871,LIMA,40,9,124,Funcionando
1013,Udelia Postres y Te,Comida Peruana,-12.118993,-76.99871,SURQUILLO,50,6,135,Funcionando
1014,Starbucks,Cafeteria,-12.12331,-77.02932,MIRAFLORES,45,26,115,Funcionando
1015,Cafe Holandes Restaurant- Cafeteria - Bar,Bar,-12.12245,-77.0292,MIRAFLORES,50,28,155,Funcionando
1016,Qillqa Cafe,Cafeteria,-12.056146,-77.08043,LIMA,45,5,100,Funcionando
1017,La Negrita,Comida Peruana,-12.03364,-76.90188,ATE,35,4,122,Funcionando
1018,Delicias ArequipeÃ±as,Comida Peruana,-12.08988,-76.99627,SAN BORJA,40,23,86,Funcionando
1019,Chancho al Palo de Juanito,Parrilla,-12.159336,-76.97726,SAN JUAN DE MIRAFLORES,45,26,85,Funcionando
1020,Chanchi Pan,Fast-Food,-12.080633,-77.0512,JESUS MARIA,50,23,132,Funcionando
1021,Restaurante La Marea,Mariscos,-12.08062,-77.01685,LA VICTORIA,40,11,109,Funcionando
1022,Natural Miski,Comida Peruana,-12.085994,-77.036514,LINCE,50,12,98,Funcionando
1023,Panhela,Comida Vegetariana,-12.123109,-77.02807,MIRAFLORES,35,3,99,Funcionando
1024,La Taberna de Don Francisco,Comida Peruana,-12.05013,-77.03831,LIMA,35,25,114,Funcionando
1025,Pasta y Basta,Comida Italiana,-12.07889,-77.08712,SAN MIGUEL,45,20,122,Funcionando
1026,Las Yolas,Comida Peruana,-12.19601,-76.97482,CHORRILLOS,45,17,150,Funcionando
1027,Pasta Sciutta,Comida Italiana,-12.09093,-77.02594,LINCE,40,29,135,Funcionando
1028,Estacion Angamos,Cafeteria,-11.96775,-77.0811,LOS OLIVOS,35,20,168,Funcionando
1029,Ichik Cafe,Comida Francesa,-12.091806,-77.010216,SAN ISIDRO,50,16,111,Funcionando
1030,Areito Restaurante,Comida Peruana,-12.106226,-76.99137,SAN BORJA,45,21,92,Funcionando
1031,Tambo Lodge Canta,Mariscos,-12.14641,-77.01754,BARRANCO,40,14,158,Funcionando
1032,Polleria San Martin,Polleria,-12.048244,-77.07709,LIMA,40,7,85,Funcionando
1033,La Tomasita Delicatessen,Comida Peruana,-12.122263,-76.99475,SANTIAGO DE SURCO,50,30,166,Funcionando
1034,Fungkuan Garden S. A.,Comida China,-12.1042,-77.0371,SAN ISIDRO,45,7,116,Funcionando
1035,El Rescate Burger RestoBar,Fast-Food,-12.120945,-77.01069,MIRAFLORES,40,23,132,Funcionando
1036,Fu-Sion,Comida China,-12.074705,-77.08099,SAN MIGUEL,40,14,135,Funcionando
1037,Trattoria Geppetto,Comida Italiana,-12.06908,-77.06805,PUEBLO LIBRE,40,11,125,Funcionando
1038,El Hueco Cebicheria,Mariscos,-12.01777,-77.08288,SAN MARTIN DE PORRES,45,17,123,Funcionando
1039,Zsa Zsa,Pizzeria,-12.27708,-76.88807,LURIN,40,4,141,Funcionando
1040,La Dicha,Mariscos,-12.123203,-77.0311,MIRAFLORES,45,25,88,Funcionando
1041,Cafe La Rocca,Comida Peruana,-12.0855,-77.0154,LA VICTORIA,35,22,121,Funcionando
1042,Gracia Restaurante,Comida Peruana,-12.12057,-77.02781,MIRAFLORES,35,3,106,Funcionando
1043,Kusa Restaurante Brasero,Parrilla,-12.09719,-76.96969,SANTIAGO DE SURCO,45,25,112,Funcionando
1044,Restaurante Campestre Kochawasi,Parrilla,-11.90462,-77.05268,COMAS,45,20,163,Funcionando
1045,Anticucheria Susy,Churrasqueria,-12.143772,-76.99126,SANTIAGO DE SURCO,45,16,156,Funcionando
1046,Otto Grill,Churrasqueria,-12.06222,-77.03474,LIMA,35,17,120,Funcionando
1047,Chicharroneria El Chanchito,Comida Peruana,-12.09018,-77.00356,SAN BORJA,40,18,88,Funcionando
1048,Mi Chinita,Comida Asiatica,-12.07719,-77.05102,JESUS MARIA,50,11,114,Funcionando
1049,Don Dino,Comida Italiana,-12.131102,-76.98349,SANTIAGO DE SURCO,35,3,157,Funcionando
